idx,idx1,idx2,address1,address2,opcode1,opcode2,instruction1,instruction2,matching1,src_file,srccode
1513,1513,,0aa7,,49 d4 bb 0a,,"call.lis nc,$0abb",,"call.lis nc,$0000",,
1514,1514,1447,0aab,0a27,46,46,"ld b,(hl)","ld b,(hl)","ld b,(hl)",agon_os.asm,"DB	""F"",""X""+80h		; FX"
1515,1515,,0aac,,d8,,ret c,,ret c,,
1516,1516,,0aad,,f7,,rst $30,,rst $00,,
1517,1517,1450,0aae,0a2a,0a,0a,"ld a,(bc)","ld a,(bc)","ld a,(bc)",agon_os.asm,
1518,1518,1451,0aaf,0a2b,ff,ff,rst $38,rst $38,rst $00,agon_os.asm,DB	FFh
1519,1519,1452,0ab0,0a2c,cd 48 04,cd 66 04,call $0448,call $0466,call $0000,agon_os.asm,BYE:			CALL	VBLANK_STOP		; Restore MOS interrupts
1520,1520,1453,0ab3,0a2f,5b dd e1,5b dd e1,pop.lil ix,pop.lil ix,pop.lil ix,agon_os.asm,POP.LIL	IX 			; The return address to init
1521,1521,1454,0ab6,0a32,21 00 00,21 00 00,"ld hl,$0000","ld hl,$0000","ld hl,$0000",agon_os.asm,"LD	HL, 0			; The return code"
1522,1522,1455,0ab9,0a35,dd e9,dd e9,jp (ix),jp (ix),jp (ix),agon_os.asm,JP	(IX)
1523,1523,1456,0abb,0a37,cd be 04,cd dc 04,call $04be,call $04dc,call $0000,agon_os.asm,STAR_EDIT:		CALL	ASC_TO_NUMBER		; DE: Line number to edit
1524,1524,1457,0abe,0a3a,eb,eb,"ex de,hl","ex de,hl","ex de,hl",agon_os.asm,"EX	DE, HL			; HL: Line number"
1525,1525,1458,0abf,0a3b,cd c7 41,cd 43 41,call $41c7,call $4143,call $0000,agon_os.asm,CALL	FINDL			; HL: Address in RAM of tokenised line
1526,1526,1459,0ac2,0a3e,3e 29,3e 29,"ld a,$29","ld a,$29","ld a,$00",agon_os.asm,"LD	A, 41			; F:NZ If the line is not found"
1527,1527,1460,0ac4,0a40,c2 c8 3f,c2 44 3f,"jp nz,$3fc8","jp nz,$3f44","jp nz,$0000",agon_os.asm,"JP	NZ, ERROR_		; Do error 41: No such line in that case"
1528,1528,1461,0ac7,0a43,23,23,inc hl,inc hl,inc hl,agon_os.asm,INC	HL			; Skip the length byte
1529,1529,1462,0ac8,0a44,5e,5e,"ld e,(hl)","ld e,(hl)","ld e,(hl)",agon_os.asm,"LD	E, (HL)			; Fetch the line number"
1530,1530,1463,0ac9,0a45,23,23,inc hl,inc hl,inc hl,agon_os.asm,INC	HL
1531,1531,1464,0aca,0a46,56,56,"ld d,(hl)","ld d,(hl)","ld d,(hl)",agon_os.asm,"LD	D, (HL)"
1532,1532,1465,0acb,0a47,23,23,inc hl,inc hl,inc hl,agon_os.asm,INC	HL
1533,1533,1466,0acc,0a48,dd 21 00 53,dd 21 00 52,"ld ix,$5300","ld ix,$5200","ld ix,$0000",agon_os.asm,"LD	IX, ACCS		; Pointer to where the copy is to be stored"
1534,1534,1467,0ad0,0a4c,dd 22 01 52,dd 22 10 51,"ld ($5201),ix","ld ($5110),ix","ld ($0000),ix",agon_os.asm,"LD	(OSWRCHPT), IX"
1535,1535,1468,0ad4,0a50,dd 21 fe 55,dd 21 fe 54,"ld ix,$55fe","ld ix,$54fe","ld ix,$0000",agon_os.asm,"LD	IX, LISTON		; Pointer to LISTON variable in RAM"
1536,1536,1469,0ad8,0a54,dd 7e 00,dd 7e 00,"ld a,(ix)","ld a,(ix)","ld a,(ix)",agon_os.asm,"LD	A, (IX)			; Store that variable"
1537,1537,1470,0adb,0a57,f5,f5,push af,push af,push af,agon_os.asm,PUSH	AF
1538,1538,1471,0adc,0a58,dd 36 00 09,dd 36 00 09,"ld (ix),$09","ld (ix),$09","ld (ix),$00",agon_os.asm,"LD	(IX), 09h		; Set to echo to buffer"
1539,1539,1472,0ae0,0a5c,cd e1 40,cd 5d 40,call $40e1,call $405d,call $0000,agon_os.asm,CALL	LISTIT
1540,1540,1473,0ae3,0a5f,f1,f1,pop af,pop af,pop af,agon_os.asm,POP	AF
1541,1541,1474,0ae4,0a60,dd 77 00,dd 77 00,"ld (ix),a","ld (ix),a","ld (ix),a",agon_os.asm,"LD	(IX), A			; Restore the original LISTON variable"
1542,1542,1475,0ae7,0a63,21 00 53,21 00 52,"ld hl,$5300","ld hl,$5200","ld hl,$0000",agon_os.asm,"LD	HL, ACCS		; HL: ACCS"
1543,1543,1476,0aea,0a66,5d,5d,"ld e,l","ld e,l","ld e,l",agon_os.asm,"LD	E, L			;  E: 0 - Don't clear the buffer; ACCS is on a page boundary so L is 0"
1544,1544,1477,0aeb,0a67,cd eb 05,cd e9 05,call $05eb,call $05e9,call $0000,agon_os.asm,CALL	OSLINE1			; Invoke the editor
1545,1545,1478,0aee,0a6a,cd 3b 07,cd 39 07,call $073b,call $0739,call $0000,agon_os.asm,CALL	OSEDIT
1546,1546,1479,0af1,0a6d,dc 9e 40,dc 1a 40,"call c,$409e","call c,$401a","call c,$0000",agon_os.asm,"CALL    C,CLEAN			; Set TOP, write out &FFFF end of program marker"
1547,1547,1480,0af4,0a70,c3 34 38,c3 b0 37,jp $3834,jp $37b0,jp $0000,agon_os.asm,JP      CLOOP			; Jump back to immediate mode
1548,1548,1481,0af7,0a73,cd be 04,cd dc 04,call $04be,call $04dc,call $0000,agon_os.asm,STAR_FX:		CALL	ASC_TO_NUMBER
1549,1549,1482,0afa,0a76,4b,4b,"ld c,e","ld c,e","ld c,e",agon_os.asm,"LD	C, E			; C: Save FX #"
1550,1550,1483,0afb,0a77,cd be 04,cd dc 04,call $04be,call $04dc,call $0000,agon_os.asm,CALL	ASC_TO_NUMBER
1551,1551,1484,0afe,0a7a,7a,7a,"ld a,d","ld a,d","ld a,d",agon_os.asm,"LD	A, D  			; Is first parameter > 255?"
1552,1552,1485,0aff,0a7b,b7,b7,or a,or a,or a,agon_os.asm,OR 	A
1553,1553,1486,0b00,0a7c,28 03,28 03,"jr z,$+$05","jr z,$+$05","jr z,$+$00",agon_os.asm,"JR	Z, STAR_FX1		; Yes, so skip next bit"
1554,1554,1487,0b02,0a7e,eb,eb,"ex de,hl","ex de,hl","ex de,hl",agon_os.asm,"EX	DE, HL 			; Parameter is 16-bit"
1555,1555,1488,0b03,0a7f,18 06,18 06,jr $+$08,jr $+$08,jr $+$00,agon_os.asm,JR	STAR_FX2
1556,1556,1489,0b05,0a81,43,43,"ld b,e","ld b,e","ld b,e",agon_os.asm,"STAR_FX1:		LD	B, E 			; B: Save First parameter"
1557,1557,1490,0b06,0a82,cd be 04,cd dc 04,call $04be,call $04dc,call $0000,agon_os.asm,CALL	ASC_TO_NUMBER		; Fetch second parameter
1558,1558,1491,0b09,0a85,68,68,"ld l,b","ld l,b","ld l,b",agon_os.asm,"LD	L, B 			; L: First parameter"
1559,1559,1492,0b0a,0a86,63,63,"ld h,e","ld h,e","ld h,e",agon_os.asm,"LD	H, E 			; H: Second parameter"
1560,1560,1493,0b0b,0a87,79,79,"ld a,c","ld a,c","ld a,c",agon_os.asm,"STAR_FX2:		LD	A, C 			; A: FX #"
1561,1561,1494,0b0c,0a88,c3 d1 08,c3 89 08,jp $08d1,jp $0889,jp $0000,agon_os.asm,JP	OSBYTE
1562,1562,1495,0b0f,0a8b,dd e5,dd e5,push ix,push ix,push ix,agon_os.asm,WAIT_VBLANK:		PUSH 	IX			; Wait for VBLANK interrupt
1563,1563,1496,0b11,0a8d,3e 08,3e 08,"ld a,$08","ld a,$08","ld a,$00",agon_os.asm,"LD	A, function"
1564,1564,1497,0b13,0a8f,49 cf,49 cf,rst.lis $08,rst.lis $08,rst.lis $00,agon_os.asm,RST.LIS	08h
1565,1565,1498,0b15,0a91,5b dd 7e 00,5b dd 7e 00,"ld.lil a,(ix)","ld.lil a,(ix)","ld.lil a,(ix)",agon_os.asm,"LD.LIL	A, (IX + sysvar_time + 0)"
1566,1566,1499,0b19,0a95,5b dd be 00,5b dd be 00,cp.lil (ix),cp.lil (ix),cp.lil (ix),agon_os.asm,"@@:			CP.LIL 	A, (IX + sysvar_time + 0)"
1567,1567,1500,0b1d,0a99,28 fa,28 fa,"jr z,$-$04","jr z,$-$04","jr z,$-$00",agon_os.asm,"JR	Z, @B"
1568,1568,1501,0b1f,0a9b,dd e1,dd e1,pop ix,pop ix,pop ix,agon_os.asm,POP	IX
1569,1569,1502,0b21,0a9d,c9,c9,ret,ret,ret,agon_os.asm,RET
1570,1570,1503,0b22,0a9e,7e,7e,"ld a,(hl)","ld a,(hl)","ld a,(hl)",agon_sound.asm,"SOUND_:			LD	A, (HL)			; Channel"
1571,1571,1504,0b23,0a9f,32 00 53,32 00 52,"ld ($5300),a","ld ($5200),a","ld ($0000),a",agon_sound.asm,"LD	(VDU_BUFFER+0), A"
1572,1572,1505,0b26,0aa2,af,af,xor a,xor a,xor a,agon_sound.asm,XOR	A			; Waveform
1573,1573,1506,0b27,0aa3,32 01 53,32 01 52,"ld ($5301),a","ld ($5201),a","ld ($0000),a",agon_sound.asm,"LD	(VDU_BUFFER+1), A"
1574,1574,1507,0b2a,0aa6,23,23,inc hl,inc hl,inc hl,agon_sound.asm,INC	HL
1575,1575,1508,0b2b,0aa7,23,23,inc hl,inc hl,inc hl,agon_sound.asm,INC	HL
1576,1576,1509,0b2c,0aa8,4e,4e,"ld c,(hl)","ld c,(hl)","ld c,(hl)",agon_sound.asm,"LD	C, (HL)			; Volume"
1577,1577,1510,0b2d,0aa9,06 06,06 06,"ld b,$06","ld b,$06","ld b,$00",agon_sound.asm,"LD	B, 6			; C already contains the volume"
1578,1578,1511,0b2f,0aab,ed 4c,ed 4c,mlt bc,mlt bc,mlt bc,agon_sound.asm,MLT	BC			; Multiply by 6 (0-15 scales to 0-90)
1579,1579,1512,0b31,0aad,79,79,"ld a,c","ld a,c","ld a,c",agon_sound.asm,"LD	A, C"
1580,1580,1513,0b32,0aae,32 02 53,32 02 52,"ld ($5302),a","ld ($5202),a","ld ($0000),a",agon_sound.asm,"LD	(VDU_BUFFER+2), A"
1581,1581,1514,0b35,0ab1,23,23,inc hl,inc hl,inc hl,agon_sound.asm,INC	HL
1582,1582,1515,0b36,0ab2,23,23,inc hl,inc hl,inc hl,agon_sound.asm,INC	HL
1583,1583,1516,0b37,0ab3,e5,e5,push hl,push hl,push hl,agon_sound.asm,PUSH	HL
1584,1584,1517,0b38,0ab4,6e,6e,"ld l,(hl)","ld l,(hl)","ld l,(hl)",agon_sound.asm,"LD	L, (HL)"
1585,1585,1518,0b39,0ab5,26 00,26 00,"ld h,$00","ld h,$00","ld h,$00",agon_sound.asm,"LD	H, 0"
1586,1586,1519,0b3b,0ab7,11 ad 0b,11 29 0b,"ld de,$0bad","ld de,$0b29","ld de,$0000",agon_sound.asm,"LD	DE, SOUND_FREQ_LOOKUP"
1587,1587,1520,0b3e,0aba,29,29,"add hl,hl","add hl,hl","add hl,hl",agon_sound.asm,"ADD	HL, HL"
1588,1588,1521,0b3f,0abb,19,19,"add hl,de","add hl,de","add hl,de",agon_sound.asm,"ADD	HL, DE"
1589,1589,1522,0b40,0abc,7e,7e,"ld a,(hl)","ld a,(hl)","ld a,(hl)",agon_sound.asm,"LD	A, (HL)"
1590,1590,1523,0b41,0abd,32 03 53,32 03 52,"ld ($5303),a","ld ($5203),a","ld ($0000),a",agon_sound.asm,"LD	(VDU_BUFFER+3), A"
1591,1591,1524,0b44,0ac0,23,23,inc hl,inc hl,inc hl,agon_sound.asm,INC	HL
1592,1592,1525,0b45,0ac1,7e,7e,"ld a,(hl)","ld a,(hl)","ld a,(hl)",agon_sound.asm,"LD	A, (HL)"
1593,1593,1526,0b46,0ac2,32 04 53,32 04 52,"ld ($5304),a","ld ($5204),a","ld ($0000),a",agon_sound.asm,"LD	(VDU_BUFFER+4), A"
1594,1594,1527,0b49,0ac5,e1,e1,pop hl,pop hl,pop hl,agon_sound.asm,POP	HL
1595,1595,1528,0b4a,0ac6,23,23,inc hl,inc hl,inc hl,agon_sound.asm,INC	HL
1596,1596,1529,0b4b,0ac7,23,23,inc hl,inc hl,inc hl,agon_sound.asm,INC	HL
1597,1597,1530,0b4c,0ac8,4e,4e,"ld c,(hl)","ld c,(hl)","ld c,(hl)",agon_sound.asm,"LD	C, (HL)"
1598,1598,1531,0b4d,0ac9,06 32,06 32,"ld b,$32","ld b,$32","ld b,$00",agon_sound.asm,"LD	B, 50			; C contains the duration, so MLT by 50"
1599,1599,1532,0b4f,0acb,ed 4c,ed 4c,mlt bc,mlt bc,mlt bc,agon_sound.asm,MLT	BC
1600,1600,1533,0b51,0acd,ed 43 05 53,ed 43 05 52,"ld ($5305),bc","ld ($5205),bc","ld ($0000),bc",agon_sound.asm,"LD	(VDU_BUFFER+5), BC"
1601,1601,1534,0b55,0ad1,dd e5,dd e5,push ix,push ix,push ix,agon_sound.asm,PUSH	IX			; Get the system vars in IX
1602,1602,1535,0b57,0ad3,3e 08,3e 08,"ld a,$08","ld a,$08","ld a,$00",agon_sound.asm,"LD	A, function"
1603,1603,1536,0b59,0ad5,49 cf,49 cf,rst.lis $08,rst.lis $08,rst.lis $00,agon_sound.asm,RST.LIS	08h
1604,1604,1537,0b5b,0ad7,5b dd cb 04 9e,5b dd cb 04 9e,"res.lil 3,(ix+$04)","res.lil 3,(ix+$04)","res.lil 3,(ix+$00)",agon_sound.asm,"SOUND0:			RES.LIL	3, (IX+sysvar_vpd_pflags)"
1605,1605,1538,0b60,0adc,3e 17,3e 17,"ld a,$17","ld a,$17","ld a,$00",agon_sound.asm,"LD      A, VAL"
1606,1606,1539,0b62,0ade,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_sound.asm,CALL    OSWRCH
1607,1607,1540,0b65,0ae1,3e 00,3e 00,"ld a,$00","ld a,$00","ld a,$00",agon_sound.asm,"LD      A, VAL"
1608,1608,1541,0b67,0ae3,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_sound.asm,CALL    OSWRCH
1609,1609,1542,0b6a,0ae6,3e 85,3e 85,"ld a,$85","ld a,$85","ld a,$00",agon_sound.asm,"LD      A, VAL"
1610,1610,1543,0b6c,0ae8,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_sound.asm,CALL    OSWRCH
1611,1611,1544,0b6f,0aeb,3a 00 53,3a 00 52,"ld a,($5300)","ld a,($5200)","ld a,($0000)",agon_sound.asm,"LD      A, VAL"
1612,1612,1545,0b72,0aee,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_sound.asm,CALL    OSWRCH
1613,1613,1546,0b75,0af1,3a 01 53,3a 01 52,"ld a,($5301)","ld a,($5201)","ld a,($0000)",agon_sound.asm,"LD      A, VAL"
1614,1614,1547,0b78,0af4,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_sound.asm,CALL    OSWRCH
1615,1615,1548,0b7b,0af7,3a 02 53,3a 02 52,"ld a,($5302)","ld a,($5202)","ld a,($0000)",agon_sound.asm,"LD      A, VAL"
1616,1616,1549,0b7e,0afa,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_sound.asm,CALL    OSWRCH
1617,1617,1550,0b81,0afd,3a 03 53,3a 03 52,"ld a,($5303)","ld a,($5203)","ld a,($0000)",agon_sound.asm,"LD      A, VAL"
1618,1618,1551,0b84,0b00,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_sound.asm,CALL    OSWRCH
1619,1619,1552,0b87,0b03,3a 04 53,3a 04 52,"ld a,($5304)","ld a,($5204)","ld a,($0000)",agon_sound.asm,"LD      A, VAL"
1620,1620,1553,0b8a,0b06,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_sound.asm,CALL    OSWRCH
1621,1621,1554,0b8d,0b09,3a 05 53,3a 05 52,"ld a,($5305)","ld a,($5205)","ld a,($0000)",agon_sound.asm,"LD      A, VAL"
1622,1622,1555,0b90,0b0c,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_sound.asm,CALL    OSWRCH
1623,1623,1556,0b93,0b0f,3a 06 53,3a 06 52,"ld a,($5306)","ld a,($5206)","ld a,($0000)",agon_sound.asm,"LD      A, VAL"
1624,1624,1557,0b96,0b12,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_sound.asm,CALL    OSWRCH
1625,1625,1558,0b99,0b15,5b dd cb 04 5e,5b dd cb 04 5e,"bit.lil 3,(ix+$04)","bit.lil 3,(ix+$04)","bit.lil 3,(ix+$00)",agon_sound.asm,"@@:			BIT.LIL	3, (IX+sysvar_vpd_pflags)"
1626,1626,1559,0b9e,0b1a,28 f9,28 f9,"jr z,$-$05","jr z,$-$05","jr z,$-$00",agon_sound.asm,"JR	Z, @B			; Wait for the result"
1627,1627,1560,0ba0,0b1c,cd 38 06,cd 36 06,call $0638,call $0636,call $0000,agon_sound.asm,CALL	LTRAP			; Check for ESC
1628,1628,1561,0ba3,0b1f,5b dd 7e 0e,5b dd 7e 0e,"ld.lil a,(ix+$0e)","ld.lil a,(ix+$0e)","ld.lil a,(ix+$00)",agon_sound.asm,"LD.LIL	A, (IX+sysvar_audioSuccess)"
1629,1629,1562,0ba7,0b23,a7,a7,and a,and a,and a,agon_sound.asm,AND	A			; Check if VDP has queued the note
1630,1630,1563,0ba8,0b24,28 b1,28 b1,"jr z,$-$4d","jr z,$-$4d","jr z,$-$00",agon_sound.asm,"JR	Z, SOUND0		; No, so loop back and send again"
1631,1631,1564,0baa,0b26,dd e1,dd e1,pop ix,pop ix,pop ix,agon_sound.asm,POP	IX
1632,1632,1565,0bac,0b28,c9,c9,ret,ret,ret,agon_sound.asm,RET
1633,1633,1566,0bad,0b29,75,75,"ld (hl),l","ld (hl),l","ld (hl),l",agon_sound.asm,"SOUND_FREQ_LOOKUP:	DW	 117,  118,  120,  122,  123,  131,  133,  135"
1634,1634,1567,0bae,0b2a,00,00,nop,nop,nop,agon_sound.asm,
1635,1635,1568,0baf,0b2b,76,76,halt,halt,halt,agon_sound.asm,
1636,1636,1569,0bb0,0b2c,00,00,nop,nop,nop,agon_sound.asm,
1637,1637,1570,0bb1,0b2d,78,78,"ld a,b","ld a,b","ld a,b",agon_sound.asm,
1638,1638,1571,0bb2,0b2e,00,00,nop,nop,nop,agon_sound.asm,
1639,1639,1572,0bb3,0b2f,7a,7a,"ld a,d","ld a,d","ld a,d",agon_sound.asm,
1640,1640,1573,0bb4,0b30,00,00,nop,nop,nop,agon_sound.asm,
1641,1641,1574,0bb5,0b31,7b,7b,"ld a,e","ld a,e","ld a,e",agon_sound.asm,
1642,1642,1575,0bb6,0b32,00,00,nop,nop,nop,agon_sound.asm,
1643,1643,1576,0bb7,0b33,83,83,"add a,e","add a,e","add a,e",agon_sound.asm,
1644,1644,1577,0bb8,0b34,00,00,nop,nop,nop,agon_sound.asm,
1645,1645,1578,0bb9,0b35,85,85,"add a,l","add a,l","add a,l",agon_sound.asm,
1646,1646,1579,0bba,0b36,00,00,nop,nop,nop,agon_sound.asm,
1647,1647,1580,0bbb,0b37,87,87,"add a,a","add a,a","add a,a",agon_sound.asm,
1648,1648,1581,0bbc,0b38,00,00,nop,nop,nop,agon_sound.asm,
1649,1649,1582,0bbd,0b39,89,89,"adc a,c","adc a,c","adc a,c",agon_sound.asm,"DW	 137,  139,  141,  143,  145,  147,  149,  151"
1650,1650,1583,0bbe,0b3a,00,00,nop,nop,nop,agon_sound.asm,
1651,1651,1584,0bbf,0b3b,8b,8b,"adc a,e","adc a,e","adc a,e",agon_sound.asm,
1652,1652,1585,0bc0,0b3c,00,00,nop,nop,nop,agon_sound.asm,
1653,1653,1586,0bc1,0b3d,8d,8d,"adc a,l","adc a,l","adc a,l",agon_sound.asm,
1654,1654,1587,0bc2,0b3e,00,00,nop,nop,nop,agon_sound.asm,
1655,1655,1588,0bc3,0b3f,8f,8f,"adc a,a","adc a,a","adc a,a",agon_sound.asm,
1656,1656,1589,0bc4,0b40,00,00,nop,nop,nop,agon_sound.asm,
1657,1657,1590,0bc5,0b41,91,91,sub c,sub c,sub c,agon_sound.asm,
1658,1658,1591,0bc6,0b42,00,00,nop,nop,nop,agon_sound.asm,
1659,1659,1592,0bc7,0b43,93,93,sub e,sub e,sub e,agon_sound.asm,
1660,1660,1593,0bc8,0b44,00,00,nop,nop,nop,agon_sound.asm,
1661,1661,1594,0bc9,0b45,95,95,sub l,sub l,sub l,agon_sound.asm,
1662,1662,1595,0bca,0b46,00,00,nop,nop,nop,agon_sound.asm,
1663,1663,1596,0bcb,0b47,97,97,sub a,sub a,sub a,agon_sound.asm,
1664,1664,1597,0bcc,0b48,00,00,nop,nop,nop,agon_sound.asm,
1665,1665,1598,0bcd,0b49,99,99,"sbc a,c","sbc a,c","sbc a,c",agon_sound.asm,"DW	 153,  156,  158,  160,  162,  165,  167,  170"
1666,1666,1599,0bce,0b4a,00,00,nop,nop,nop,agon_sound.asm,
1667,1667,1600,0bcf,0b4b,9c,9c,"sbc a,h","sbc a,h","sbc a,h",agon_sound.asm,
1668,1668,1601,0bd0,0b4c,00,00,nop,nop,nop,agon_sound.asm,
1669,1669,1602,0bd1,0b4d,9e,9e,"sbc a,(hl)","sbc a,(hl)","sbc a,(hl)",agon_sound.asm,
1670,1670,1603,0bd2,0b4e,00,00,nop,nop,nop,agon_sound.asm,
1671,1671,1604,0bd3,0b4f,a0,a0,and b,and b,and b,agon_sound.asm,
1672,1672,1605,0bd4,0b50,00,00,nop,nop,nop,agon_sound.asm,
1673,1673,1606,0bd5,0b51,a2,a2,and d,and d,and d,agon_sound.asm,
1674,1674,1607,0bd6,0b52,00,00,nop,nop,nop,agon_sound.asm,
1675,1675,1608,0bd7,0b53,a5,a5,and l,and l,and l,agon_sound.asm,
1676,1676,1609,0bd8,0b54,00,00,nop,nop,nop,agon_sound.asm,
1677,1677,1610,0bd9,0b55,a7,a7,and a,and a,and a,agon_sound.asm,
1678,1678,1611,0bda,0b56,00,00,nop,nop,nop,agon_sound.asm,
1679,1679,1612,0bdb,0b57,aa,aa,xor d,xor d,xor d,agon_sound.asm,
1680,1680,1613,0bdc,0b58,00,00,nop,nop,nop,agon_sound.asm,
1681,1681,1614,0bdd,0b59,ac,ac,xor h,xor h,xor h,agon_sound.asm,"DW	 172,  175,  177,  180,  182,  185,  188,  190"
1682,1682,1615,0bde,0b5a,00,00,nop,nop,nop,agon_sound.asm,
1683,1683,1616,0bdf,0b5b,af,af,xor a,xor a,xor a,agon_sound.asm,
1684,1684,1617,0be0,0b5c,00,00,nop,nop,nop,agon_sound.asm,
1685,1685,1618,0be1,0b5d,b1,b1,or c,or c,or c,agon_sound.asm,
1686,1686,1619,0be2,0b5e,00,00,nop,nop,nop,agon_sound.asm,
1687,1687,1620,0be3,0b5f,b4,b4,or h,or h,or h,agon_sound.asm,
1688,1688,1621,0be4,0b60,00,00,nop,nop,nop,agon_sound.asm,
1689,1689,1622,0be5,0b61,b6,b6,or (hl),or (hl),or (hl),agon_sound.asm,
1690,1690,1623,0be6,0b62,00,00,nop,nop,nop,agon_sound.asm,
1691,1691,1624,0be7,0b63,b9,b9,cp c,cp c,cp c,agon_sound.asm,
1692,1692,1625,0be8,0b64,00,00,nop,nop,nop,agon_sound.asm,
1693,1693,1626,0be9,0b65,bc,bc,cp h,cp h,cp h,agon_sound.asm,
1694,1694,1627,0bea,0b66,00,00,nop,nop,nop,agon_sound.asm,
1695,1695,1628,0beb,0b67,be,be,cp (hl),cp (hl),cp (hl),agon_sound.asm,
1696,1696,1629,0bec,0b68,00,00,nop,nop,nop,agon_sound.asm,
1697,1697,1630,0bed,0b69,c1,c1,pop bc,pop bc,pop bc,agon_sound.asm,"DW	 193,  196,  199,  202,  205,  208,  211,  214"
1698,1698,1631,0bee,0b6a,00,00,nop,nop,nop,agon_sound.asm,
1699,1699,1632,0bef,0b6b,c4 00 c7,c4 00 c7,"call nz,$c700","call nz,$c700","call nz,$0000",agon_sound.asm,
1700,1700,1633,0bf2,0b6e,00,00,nop,nop,nop,agon_sound.asm,
1701,1701,1634,0bf3,0b6f,ca 00 cd,ca 00 cd,"jp z,$cd00","jp z,$cd00","jp z,$0000",agon_sound.asm,
1702,1702,1635,0bf6,0b72,00,00,nop,nop,nop,agon_sound.asm,
1703,1703,1636,0bf7,0b73,d0,d0,ret nc,ret nc,ret nc,agon_sound.asm,
1704,1704,1637,0bf8,0b74,00,00,nop,nop,nop,agon_sound.asm,
1705,1705,1638,0bf9,0b75,d3 00,d3 00,"out ($00),a","out ($00),a","out ($00),a",agon_sound.asm,
1706,1706,1639,0bfb,0b77,d6 00,d6 00,sub $00,sub $00,sub $00,agon_sound.asm,
1707,1707,1640,0bfd,0b79,d9,d9,exx,exx,exx,agon_sound.asm,"DW	 217,  220,  223,  226,  230,  233,  236,  240"
1708,1708,1641,0bfe,0b7a,00,00,nop,nop,nop,agon_sound.asm,
1709,1709,1642,0bff,0b7b,dc 00 df,dc 00 df,"call c,$df00","call c,$df00","call c,$0000",agon_sound.asm,
1710,1710,1643,0c02,0b7e,00,00,nop,nop,nop,agon_sound.asm,
1711,1711,1644,0c03,0b7f,e2 00 e6,e2 00 e6,"jp po,$e600","jp po,$e600","jp po,$0000",agon_sound.asm,
1712,1712,1645,0c06,0b82,00,00,nop,nop,nop,agon_sound.asm,
1713,1713,1646,0c07,0b83,e9,e9,jp (hl),jp (hl),jp (hl),agon_sound.asm,
1714,1714,1647,0c08,0b84,00,00,nop,nop,nop,agon_sound.asm,
1715,1715,1648,0c09,0b85,ec 00 f0,ec 00 f0,"call pe,$f000","call pe,$f000","call pe,$0000",agon_sound.asm,
1716,1716,1649,0c0c,0b88,00,00,nop,nop,nop,agon_sound.asm,
1717,1717,1650,0c0d,0b89,f3,f3,di,di,di,agon_sound.asm,"DW	 243,  247,  251,  254,  258,  262,  265,  269"
1718,1718,1651,0c0e,0b8a,00,00,nop,nop,nop,agon_sound.asm,
1719,1719,1652,0c0f,0b8b,f7,f7,rst $30,rst $30,rst $00,agon_sound.asm,
1720,1720,1653,0c10,0b8c,00,00,nop,nop,nop,agon_sound.asm,
1721,1721,1654,0c11,0b8d,fb,fb,ei,ei,ei,agon_sound.asm,
1722,1722,1655,0c12,0b8e,00,00,nop,nop,nop,agon_sound.asm,
1723,1723,1656,0c13,0b8f,fe 00,fe 00,cp $00,cp $00,cp $00,agon_sound.asm,
1724,1724,1657,0c15,0b91,02,02,"ld (bc),a","ld (bc),a","ld (bc),a",agon_sound.asm,
1725,1725,1658,0c16,0b92,01 06 01,01 06 01,"ld bc,$0106","ld bc,$0106","ld bc,$0000",agon_sound.asm,
1726,1726,1659,0c19,0b95,09,09,"add hl,bc","add hl,bc","add hl,bc",agon_sound.asm,
1727,1727,1660,0c1a,0b96,01 0d 01,01 0d 01,"ld bc,$010d","ld bc,$010d","ld bc,$0000",agon_sound.asm,
1728,1728,1661,0c1d,0b99,11 01 15,11 01 15,"ld de,$1501","ld de,$1501","ld de,$0000",agon_sound.asm,"DW	 273,  277,  281,  285,  289,  294,  298,  302"
1729,1729,1662,0c20,0b9c,01 19 01,01 19 01,"ld bc,$0119","ld bc,$0119","ld bc,$0000",agon_sound.asm,
1730,1730,1663,0c23,0b9f,1d,1d,dec e,dec e,dec e,agon_sound.asm,
1731,1731,1664,0c24,0ba0,01 21 01,01 21 01,"ld bc,$0121","ld bc,$0121","ld bc,$0000",agon_sound.asm,
1732,1732,1665,0c27,0ba3,26 01,26 01,"ld h,$01","ld h,$01","ld h,$00",agon_sound.asm,
1733,1733,1666,0c29,0ba5,2a 01 2e,2a 01 2e,"ld hl,($2e01)","ld hl,($2e01)","ld hl,($0000)",agon_sound.asm,
